"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 25 18:05:05 GMT 2023","Thu May 25 18:06:56 GMT 2023","111309","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditFalseFIO","Ввод в поле ""ФИО"": [3] Petr Petrov",""
"passed","Thu May 25 18:07:25 GMT 2023","Thu May 25 18:08:35 GMT 2023","69667","","Поверка сценария: оформление вклада","","tests.desktop.SecondTest","depositAndAccountsSumBig","Ввод в поле ""Сумма вклада"" большого числа",""
"passed","Thu May 25 18:07:25 GMT 2023","Thu May 25 18:09:01 GMT 2023","96049","","Поверка сценария: оформление вклада","","tests.desktop.SecondTest","depositAndAccountsOneNumberPhone","Ввод на отдельной странице вклада в поле ""Мобильный телефон"" одной цифры",""
"passed","Thu May 25 18:07:26 GMT 2023","Thu May 25 18:08:26 GMT 2023","59733","","Поверка сценария: оформление вклада","","tests.desktop.SecondTest","depositAndAccountsTimeButton","Нажать на кнопку с цифрой под полем ""Срок вклада""",""
"passed","Thu May 25 18:05:03 GMT 2023","Thu May 25 18:06:54 GMT 2023","111664","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditPhoneOneNumber","Ввод в поле ""Мобильный телефон"" одной цифры",""
"passed","Thu May 25 18:07:25 GMT 2023","Thu May 25 18:08:34 GMT 2023","68895","","Поверка сценария: оформление вклада","","tests.desktop.SecondTest","depositAndAccountsTimeBetween","Ввод пробела в поле ""Срок вклада"" значение ""22"" - между 20 и 24",""
"passed","Thu May 25 18:09:08 GMT 2023","Thu May 25 18:09:23 GMT 2023","15100","","Поверка сценария: оформление MTS CASHBACK на главной странице","","tests.desktop.FirstTest","cardMtsCashbackRandom","Ввод кода, Отправка заявки с вводом в поля рандомных цифр в поле дата и ввода в поле телефон [2] 1000000000",""
"passed","Thu May 25 18:05:03 GMT 2023","Thu May 25 18:06:52 GMT 2023","109146","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditSumBig","Ввод в поле ""Сумма"" большого числа",""
"passed","Thu May 25 18:05:03 GMT 2023","Thu May 25 18:06:54 GMT 2023","111080","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditFalseYoungBirthday","Ввод в поле ""Дата рождения"" - ""сегодняшяя дата ""-"" 2 года""",""
"passed","Thu May 25 18:07:25 GMT 2023","Thu May 25 18:09:01 GMT 2023","96463","","Поверка сценария: оформление вклада","","tests.desktop.SecondTest","depositAndAccountsFalseFIO","Ввод на отдельной странице вклада в поле ""ФИО"" чисел и английских букв [2] Petr Petrov",""
