"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu May 25 07:15:10 GMT 2023","Thu May 25 07:15:10 GMT 2023","21","","Поверка сценария: оформление MTS CASHBACK на главной странице","","tests.desktop.FirstTest","cardMtsCashbackEmpty","Отправка заявки с пустыми полями",""
"broken","Thu May 25 07:15:09 GMT 2023","Thu May 25 07:15:09 GMT 2023","54","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditEmptyFields","Отправка заявки на кредит с пустыми полями",""
"broken","Thu May 25 07:15:10 GMT 2023","Thu May 25 07:15:10 GMT 2023","45","","Поверка сценария: оформление вклада","","tests.desktop.SecondTest","depositAndAccountsOneCharFIO","Ввод на отдельной странице вклада в поле ""ФИО"" одной буквы",""
"broken","Thu May 25 07:15:10 GMT 2023","Thu May 25 07:15:10 GMT 2023","41","","Поверка сценария: оформление вклада","","tests.desktop.SecondTest","depositAndAccountsFalseFIO","Ввод на отдельной странице вклада в поле ""ФИО"" чисел и английских букв [2] Petr Petrov",""
"broken","Thu May 25 07:15:09 GMT 2023","Thu May 25 07:15:09 GMT 2023","27","","Поверка сценария: оформление расчётного счета для малого бизнеса","","tests.desktop.FourTest","businessCreditEmpty","Отправка заявки с пустыми полями",""
"broken","Thu May 25 07:15:09 GMT 2023","Thu May 25 07:15:09 GMT 2023","47","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditPhoneOneNumber","Ввод в поле ""Мобильный телефон"" одной цифры",""
"broken","Thu May 25 07:15:10 GMT 2023","Thu May 25 07:15:10 GMT 2023","23","","Поверка сценария: оформление вклада","","tests.desktop.SecondTest","depositAndAccountsEmptyField","Проверка отправления заявки с пустыми полями",""
"broken","Thu May 25 07:15:09 GMT 2023","Thu May 25 07:15:09 GMT 2023","63","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditSumSpace","Ввод пробела в поле ""Сумма""",""
"broken","Thu May 25 07:15:10 GMT 2023","Thu May 25 07:15:10 GMT 2023","33","","Поверка сценария: оформление вклада","","tests.desktop.SecondTest","depositAndAccountsFalseFIO","Ввод на отдельной странице вклада в поле ""ФИО"" чисел и английских букв [1] 0",""
"broken","Thu May 25 07:15:10 GMT 2023","Thu May 25 07:15:10 GMT 2023","56","","Поверка сценария: оформление расчётного счета для малого бизнеса","","tests.desktop.FourTest","businessCreditAllowCondition","Проверка необходимости согласия с условиями обработки персональных данных",""
"broken","Thu May 25 07:15:09 GMT 2023","Thu May 25 07:15:09 GMT 2023","27","","Поверка сценария: оформление расчётного счета для малого бизнеса","","tests.desktop.FourTest","businessCreditFalseLongI","Ввод в поле ""Контактное лицо"" длинное имя",""
"broken","Thu May 25 07:15:09 GMT 2023","Thu May 25 07:15:09 GMT 2023","27","","Поверка сценария: оформление расчётного счета для малого бизнеса","","tests.desktop.FourTest","businessCreditInnEmpty","Ввод в поле ИНН пробела",""
"broken","Thu May 25 07:15:09 GMT 2023","Thu May 25 07:15:09 GMT 2023","56","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditSumBig","Ввод в поле ""Сумма"" большого числа",""
"broken","Thu May 25 07:15:09 GMT 2023","Thu May 25 07:15:10 GMT 2023","26","","Поверка сценария: оформление расчётного счета для малого бизнеса","","tests.desktop.FourTest","businessCreditTrue","Отправка заявки с корректными данными",""
"broken","Thu May 25 07:15:09 GMT 2023","Thu May 25 07:15:09 GMT 2023","25","","Поверка сценария: оформление расчётного счета для малого бизнеса","","tests.desktop.FourTest","businessCreditFalseLongO","Ввод в поле ""Контактное лицо"" длинную фамилию",""
"broken","Thu May 25 07:15:09 GMT 2023","Thu May 25 07:15:09 GMT 2023","63","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditTrue","Отправка заявки с корректными данными",""
"broken","Thu May 25 07:15:10 GMT 2023","Thu May 25 07:15:10 GMT 2023","67","","Поверка сценария: оформление расчётного счета для малого бизнеса","","tests.desktop.FourTest","businessCreditOneNumberPhone","Ввод в поле ""Мобильный телефон"" одной цифры",""
"broken","Thu May 25 07:15:09 GMT 2023","Thu May 25 07:15:09 GMT 2023","47","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditTimeSpace","Ввод в поле ""Срок"" большого числа",""
"broken","Thu May 25 07:15:09 GMT 2023","Thu May 25 07:15:09 GMT 2023","21","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditFalseYoungBirthday","Ввод в поле ""Дата рождения"" - ""сегодняшяя дата ""-"" 2 года""",""
"broken","Thu May 25 07:15:10 GMT 2023","Thu May 25 07:15:10 GMT 2023","21","","Поверка сценария: оформление MTS CASHBACK на главной странице","","tests.desktop.FirstTest","cardMtsCashbackOneNumber","Отправка заявки с вводом в поля по одной цифре",""
"broken","Thu May 25 07:15:09 GMT 2023","Thu May 25 07:15:09 GMT 2023","49","","Поверка мобильного сценария: вход в личный кабинет","","tests.mobile.MobileSecondTest","cardInput","Ввод кода, Отправка заявки с вводом правильного телефона - все девятки",""
"broken","Thu May 25 07:15:10 GMT 2023","Thu May 25 07:15:10 GMT 2023","35","","Поверка сценария: оформление вклада","","tests.desktop.SecondTest","depositAndAccountsTimeSpace","Ввод пробела в поле ""Срок вклада""",""
"broken","Thu May 25 07:15:10 GMT 2023","Thu May 25 07:15:10 GMT 2023","33","","Поверка сценария: оформление вклада","","tests.desktop.SecondTest","depositAndAccountsSumSpace","Ввод пробела в поле ""Сумма вклада""",""
"broken","Thu May 25 07:15:05 GMT 2023","Thu May 25 07:15:08 GMT 2023","2882","","Поверка мобильного сценария: вход в личный кабинет","","tests.mobile.MobileSecondTest","cardInputFalsePhone","Ввод в поле телефона неправильного номера - все единицы",""
"broken","Thu May 25 07:15:09 GMT 2023","Thu May 25 07:15:09 GMT 2023","60","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditTimeBig","Ввод в поле ""Срок"" пробел",""
"broken","Thu May 25 07:15:10 GMT 2023","Thu May 25 07:15:10 GMT 2023","27","","Поверка сценария: оформление вклада","","tests.desktop.SecondTest","depositAndAccountsTrue","Заполнение и отправка формы на депозит на отдельной странице",""
