"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 23 13:32:32 GMT 2023","Tue May 23 13:34:07 GMT 2023","95626","","tests.mobile.MobileSecondTest","","tests.mobile.MobileSecondTest","cardMtsCashBack","cardMtsCashBack()",""
"broken","Tue May 23 13:35:54 GMT 2023","Tue May 23 13:37:26 GMT 2023","91588","","tests.desktop.FourTest","","tests.desktop.FourTest","ipoteka","ipoteka()",""
"broken","Tue May 23 13:42:01 GMT 2023","Tue May 23 13:43:33 GMT 2023","91537","","tests.desktop.FirstTest","","tests.desktop.FirstTest","cardMtsCashback","cardMtsCashback(String) [2] 1000000000",""
"broken","Tue May 23 13:40:29 GMT 2023","Tue May 23 13:42:01 GMT 2023","91616","","tests.desktop.FirstTest","","tests.desktop.FirstTest","cardMtsCashback","cardMtsCashback(String) [1] 1999999999",""
"broken","Tue May 23 13:38:58 GMT 2023","Tue May 23 13:40:29 GMT 2023","91502","","tests.desktop.FiveTest","","tests.desktop.FiveTest","businessCredit","businessCredit()",""
"broken","Tue May 23 13:37:26 GMT 2023","Tue May 23 13:38:58 GMT 2023","91569","","tests.desktop.SecondTest","","tests.desktop.SecondTest","depositAndAccounts","depositAndAccounts()",""
"broken","Tue May 23 13:34:22 GMT 2023","Tue May 23 13:35:54 GMT 2023","91910","","tests.desktop.ThirdTest","","tests.desktop.ThirdTest","credit","credit()",""
"passed","Tue May 23 13:34:08 GMT 2023","Tue May 23 13:34:22 GMT 2023","14692","","tests.mobile.MobileFirstTest","","tests.mobile.MobileFirstTest","cardMtsCashBack","cardMtsCashBack()",""
