"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 25 14:02:39 GMT 2023","Thu May 25 14:04:41 GMT 2023","121796","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditFalseFIO","Ввод в поле ""ФИО"": [3] Petr Petrov",""
"passed","Thu May 25 14:08:23 GMT 2023","Thu May 25 14:08:39 GMT 2023","15368","","Поверка сценария: оформление MTS CASHBACK на главной странице","","tests.desktop.FirstTest","cardMtsCashbackRandom","Ввод кода, Отправка заявки с вводом в поля рандомных цифр в поле дата и ввода в поле телефон [1] 1999999999",""
"passed","Thu May 25 14:06:35 GMT 2023","Thu May 25 14:07:45 GMT 2023","70384","","Поверка сценария: оформление вклада","","tests.desktop.SecondTest","depositAndAccountsTimeBetween","Ввод пробела в поле ""Срок вклада"" значение ""22"" - между 20 и 24",""
"passed","Thu May 25 14:02:37 GMT 2023","Thu May 25 14:04:39 GMT 2023","121424","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditFalseOldBirthday","Ввод в поле ""Дата рождения"" - ""сегодняшяя дата ""-"" 80 лет""",""
"passed","Thu May 25 14:06:35 GMT 2023","Thu May 25 14:08:16 GMT 2023","101283","","Поверка сценария: оформление вклада","","tests.desktop.SecondTest","depositAndAccountsOneNumberPhone","Ввод на отдельной странице вклада в поле ""Мобильный телефон"" одной цифры",""
"passed","Thu May 25 14:06:35 GMT 2023","Thu May 25 14:07:38 GMT 2023","62510","","Поверка сценария: оформление вклада","","tests.desktop.SecondTest","depositAndAccountsTimeButton","Нажать на кнопку с цифрой под полем ""Срок вклада""",""
"passed","Thu May 25 14:02:37 GMT 2023","Thu May 25 14:05:09 GMT 2023","151733","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditFalseFIO2","Ввод в поле ""ФИО"" большого числа знаков:",""
"passed","Thu May 25 14:02:41 GMT 2023","Thu May 25 14:04:40 GMT 2023","118665","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditFalseFIO","Ввод в поле ""ФИО"": [2] 0",""
"passed","Thu May 25 14:02:36 GMT 2023","Thu May 25 14:04:33 GMT 2023","116282","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditSumBig","Ввод в поле ""Сумма"" большого числа",""
"failed","Thu May 25 14:05:09 GMT 2023","Thu May 25 14:06:20 GMT 2023","70943","","Поверка сценария: оформление расчётного счета для малого бизнеса","","tests.desktop.FourTest","businessCreditFalseFIO","Ввод в поле ""Контактное лицо"" чисел и английских букв [2] Petr Petrov",""
"passed","Thu May 25 14:02:40 GMT 2023","Thu May 25 14:04:38 GMT 2023","117229","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditFalseEmail","Ввод в поле ""Электронная почта"" одного символа",""
"passed","Thu May 25 14:06:35 GMT 2023","Thu May 25 14:08:16 GMT 2023","101713","","Поверка сценария: оформление вклада","","tests.desktop.SecondTest","depositAndAccountsFalseFIO","Ввод на отдельной странице вклада в поле ""ФИО"" чисел и английских букв [2] Petr Petrov",""
"passed","Thu May 25 14:02:37 GMT 2023","Thu May 25 14:04:34 GMT 2023","117334","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditTimeBig","Ввод в поле ""Срок"" пробел",""
"passed","Thu May 25 14:08:23 GMT 2023","Thu May 25 14:08:38 GMT 2023","15010","","Поверка сценария: оформление MTS CASHBACK на главной странице","","tests.desktop.FirstTest","cardMtsCashbackRandom","Ввод кода, Отправка заявки с вводом в поля рандомных цифр в поле дата и ввода в поле телефон [2] 1000000000",""
"passed","Thu May 25 14:08:23 GMT 2023","Thu May 25 14:08:37 GMT 2023","13675","","Поверка сценария: оформление MTS CASHBACK на главной странице","","tests.desktop.FirstTest","cardMtsCashbackOneNumber","Отправка заявки с вводом в поля по одной цифре",""
"failed","Thu May 25 14:02:37 GMT 2023","Thu May 25 14:04:27 GMT 2023","110168","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditTrue","Отправка заявки с корректными данными",""
"failed","Thu May 25 14:05:10 GMT 2023","Thu May 25 14:06:20 GMT 2023","70229","","Поверка сценария: оформление расчётного счета для малого бизнеса","","tests.desktop.FourTest","businessCreditFalseEmail","Ввод в поле электронная почта неверных данных [1] 0",""
"passed","Thu May 25 14:05:09 GMT 2023","Thu May 25 14:06:28 GMT 2023","78302","","Поверка сценария: оформление расчётного счета для малого бизнеса","","tests.desktop.FourTest","businessCreditEmpty","Отправка заявки с пустыми полями",""
"passed","Thu May 25 14:02:22 GMT 2023","Thu May 25 14:02:36 GMT 2023","13570","","Поверка мобильного сценария: оформление карты MTS CASHBACK","","tests.mobile.MobileFirstTest","cardMtsCashBackTrue","Ввод кода, Отправка заявки с вводом в поля рандомных цифр в поле дата и телефон",""
"failed","Thu May 25 14:05:10 GMT 2023","Thu May 25 14:06:19 GMT 2023","69198","","Поверка сценария: оформление расчётного счета для малого бизнеса","","tests.desktop.FourTest","businessCreditFalseEmail","Ввод в поле электронная почта неверных данных [2] Иван Иванович@m.r",""
"passed","Thu May 25 14:02:36 GMT 2023","Thu May 25 14:04:30 GMT 2023","113307","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditSumSpace","Ввод пробела в поле ""Сумма""",""
"passed","Thu May 25 14:06:35 GMT 2023","Thu May 25 14:07:43 GMT 2023","67493","","Поверка сценария: оформление вклада","","tests.desktop.SecondTest","depositAndAccountsSumSpace","Ввод пробела в поле ""Сумма вклада""",""
"passed","Thu May 25 14:02:36 GMT 2023","Thu May 25 14:04:34 GMT 2023","117354","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditTimeSpace","Ввод в поле ""Срок"" большого числа",""
"passed","Thu May 25 14:06:35 GMT 2023","Thu May 25 14:08:15 GMT 2023","100003","","Поверка сценария: оформление вклада","","tests.desktop.SecondTest","depositAndAccountsFalseFIO","Ввод на отдельной странице вклада в поле ""ФИО"" чисел и английских букв [1] 0",""
"passed","Thu May 25 14:02:39 GMT 2023","Thu May 25 14:04:38 GMT 2023","118935","","Поверка сценария: оформление кредита наличными","","tests.desktop.ThirdTest","creditFalseFIO","Ввод в поле ""ФИО"": [1] .",""
"passed","Thu May 25 14:02:23 GMT 2023","Thu May 25 14:02:34 GMT 2023","11149","","Поверка мобильного сценария: оформление карты MTS CASHBACK","","tests.mobile.MobileFirstTest","cardMtsCashBackFalseData","Отправка заявки с вводом в поля по одной цифре",""
